date,expiry,T,bates_v0,bates_kappa,bates_theta,bates_sigma_v,bates_rho,bates_lam,bates_muJ,bates_delta,bates_rmse,sabr_rmse,js_rmse
2025-03-07,2025-05-30,0.23,0.4695,2.919,0.0001,2.048,-0.089,0.4999,-0.0001,0.0989,0.010321,0.010642,0.007096
2025-03-07,2025-04-25,0.1342,0.4982,7.9972,0.0321,2.4265,-0.1241,0.4999,-0.0002,0.099,0.008566,0.008489,0.008443
2025-03-07,2025-03-21,0.0383,0.2118,7.9761,1.0663,5.0,-0.0059,0.651,-0.1929,0.0001,0.020853,0.018702,0.016983
2025-03-07,2025-03-14,0.0192,0.2969,0.1,0.0002,5.0,0.2296,5.0661,-0.0686,0.1506,0.023069,0.026177,0.025994
2025-03-07,2025-03-28,0.0575,0.1679,7.9208,0.9925,5.0,-0.1441,0.5034,0.1147,0.0001,0.009851,0.009363,0.009392
2025-03-14,2025-03-21,0.0192,0.2469,8.041,0.8138,3.107,-0.3861,0.0999,0.2683,0.0001,0.008703,0.013156,0.008695
2025-03-14,2025-03-28,0.0383,0.2419,7.9678,0.7435,5.0,-0.2633,0.4891,0.0747,0.0001,0.01291,0.010518,0.010519
2025-03-14,2025-04-04,0.0575,0.3863,7.9786,0.0102,2.9154,-0.265,0.4998,-0.0022,0.0974,0.004546,0.003958,0.003589
2025-03-14,2025-04-25,0.115,0.0265,7.9113,0.8323,3.0572,-0.1311,0.4999,-0.0002,0.0989,0.003464,0.003342,0.003343
2025-03-14,2025-05-30,0.2108,0.0921,7.9985,0.4783,1.0203,0.1134,0.4999,-0.0002,0.0991,0.004457,0.004298,0.002972
2025-03-14,2025-06-27,0.2875,0.3917,3.0012,0.0829,0.5084,0.44,0.4999,-0.0001,0.0992,0.001911,0.001451,0.000908
2025-03-21,2025-05-30,0.1916,0.4083,7.9953,0.0553,0.5706,0.5247,0.4999,-0.0002,0.0991,0.003501,0.003323,0.003342
2025-03-21,2025-04-25,0.0958,0.1068,7.9988,0.4878,1.0301,0.344,0.4999,-0.0002,0.0993,0.005583,0.003885,0.005977
2025-03-21,2025-06-27,0.2683,0.3729,2.9896,0.0345,1.146,0.1267,0.4994,-0.0156,0.1147,0.002262,0.002285,0.002285
2025-03-21,2025-04-04,0.0383,0.2506,7.9541,0.2085,4.1571,-0.1958,0.4996,-0.0035,0.0978,0.007976,0.005664,0.005657
2025-03-21,2025-03-28,0.0192,0.1171,8.0514,1.2474,4.51,-0.2427,0.3008,0.1842,0.0814,0.007841,0.008082,0.006834
2025-03-21,2025-04-11,0.0575,0.3026,7.9413,0.0449,3.4446,-0.2056,0.4998,-0.0024,0.0973,0.004011,0.003598,0.003593
2025-03-28,2025-04-04,0.0192,0.259,7.9806,0.0043,4.9973,-0.1713,0.5435,-0.4212,0.3245,0.009374,0.020219,0.009863
2025-03-28,2025-04-11,0.0383,0.1158,7.9797,1.1205,4.1691,-0.4151,0.4611,0.0754,0.1356,0.006122,0.006191,0.006192
2025-03-28,2025-04-18,0.0575,0.0673,7.9167,1.0789,4.9997,-0.3616,0.4996,-0.0035,0.0971,0.006743,0.006024,0.00629
2025-03-28,2025-04-25,0.0767,0.3131,7.9408,0.0559,2.6435,-0.138,0.4999,-0.0009,0.0988,0.010647,0.011254,0.010888
2025-03-28,2025-05-30,0.1725,0.4738,7.9292,0.0167,2.2113,-0.0999,0.4999,-0.0001,0.0988,0.004335,0.00428,0.004309
2025-03-28,2025-06-27,0.2491,0.4028,2.9601,0.0001,1.7461,-0.1256,0.4999,-0.0002,0.0984,0.00357,0.002967,0.002969
2025-04-04,2025-06-27,0.23,0.3595,2.9994,0.0827,1.0292,-0.2723,0.5011,0.0164,0.1444,0.005708,0.005876,0.00454
2025-04-04,2025-05-30,0.1533,0.0992,7.9998,0.4967,1.0042,-0.0686,0.4999,-0.0002,0.0991,0.008575,0.008919,0.007892
2025-04-04,2025-04-18,0.0383,0.201,8.0641,0.8503,2.7031,-0.5161,0.3003,0.1711,0.1475,0.009205,0.009956,0.009141
2025-04-04,2025-04-11,0.0192,0.2339,8.0366,0.9368,3.7327,-0.2712,0.3541,-0.8603,0.5528,0.020398,0.022005,0.022031
2025-04-04,2025-04-25,0.0575,0.3621,7.9656,0.0025,2.8099,-0.2156,0.4998,-0.002,0.0983,0.008455,0.007979,0.007024
2025-04-11,2025-04-18,0.0192,0.3159,7.9903,0.2234,4.3143,-0.2026,0.4033,0.0659,0.107,0.011233,0.011191,0.011167
2025-04-11,2025-04-25,0.0383,0.1167,7.9732,1.4908,5.0,-0.0915,0.4998,-0.0014,0.0989,0.008117,0.00707,0.007067
2025-04-11,2025-05-02,0.0575,0.3507,8.0197,0.0006,2.2577,-0.0233,0.4999,-0.0014,0.0983,0.005715,0.007956,0.005612
2025-04-11,2025-05-30,0.1342,0.4922,7.9362,0.0202,2.7578,-0.1304,0.4999,-0.0002,0.0989,0.005511,0.005507,0.005943
2025-04-11,2025-06-27,0.2108,0.5384,7.9081,0.0836,2.3917,-0.0744,0.4999,-0.0001,0.0989,0.004443,0.004475,0.003311
2025-04-11,2025-09-26,0.46,0.7815,8.0093,0.1109,0.0044,-0.0035,0.4999,-0.0002,0.0992,0.005395,0.003465,0.003482
2025-04-18,2025-06-27,0.1916,0.512,7.9569,0.0001,1.8174,-0.0083,0.4998,-0.0003,0.0981,0.003454,0.003524,0.003524
2025-04-18,2025-05-09,0.0575,0.0928,7.9146,0.8206,5.0,-0.1854,0.4933,-0.1082,0.0113,0.006537,0.005545,0.005546
2025-04-18,2025-05-30,0.115,0.3052,7.9572,0.1015,1.922,0.011,0.4999,-0.0003,0.0991,0.002474,0.005424,0.002953
2025-04-18,2025-04-25,0.0192,0.1254,7.9862,0.7581,4.8245,-0.2694,0.1202,0.3026,0.0003,0.009033,0.021306,0.01234
2025-04-18,2025-05-02,0.0383,0.0001,8.0399,1.3693,4.5762,-0.1748,0.1517,0.2111,0.1844,0.005225,0.00568,0.006341
2025-04-25,2025-05-02,0.0192,0.1118,8.0331,1.1216,4.015,0.0884,0.0876,-0.8105,0.968,0.006753,0.014342,0.010943
2025-04-25,2025-05-09,0.0383,0.0164,7.9578,1.4047,4.936,0.083,0.4996,0.0009,0.0994,0.011898,0.009897,0.009792
2025-04-25,2025-05-16,0.0575,0.0871,8.0024,0.5242,1.1105,0.3714,0.5423,-0.1585,0.3674,0.007938,0.008201,0.008191
2025-04-25,2025-05-30,0.0958,0.0293,7.8293,0.4723,4.7226,-0.1993,6.4643,0.1127,0.0001,0.004862,0.007584,0.007584
2025-04-25,2025-06-27,0.1725,0.4775,7.9449,0.0001,2.367,0.0409,0.4998,-0.0,0.0983,0.004925,0.004853,0.004853
2025-04-25,2025-07-25,0.2491,0.4195,7.9985,0.1132,1.0163,0.3398,0.4999,-0.0001,0.0991,0.001874,0.001903,0.001919
2025-04-25,2025-09-26,0.4216,0.3842,3.0065,0.1132,0.9616,0.1933,0.4999,-0.0001,0.0991,0.001969,0.001959,0.002348
2025-05-02,2025-09-26,0.4025,0.0834,3.0025,0.5038,0.978,0.2404,0.4999,-0.0001,0.0991,0.003729,0.003859,0.003822
2025-05-02,2025-07-25,0.23,0.4192,7.9946,0.0807,1.0573,0.4127,0.4999,-0.0002,0.0992,0.003802,0.003791,0.003799
2025-05-02,2025-06-27,0.1533,0.3646,7.9511,0.0723,1.8591,0.0904,0.4999,-0.0001,0.099,0.003565,0.003231,0.003221
2025-05-02,2025-05-30,0.0767,0.0008,7.92,0.8745,3.637,0.1199,0.4998,0.0019,0.0989,0.009613,0.009285,0.009285
2025-05-02,2025-05-16,0.0383,0.0803,7.9522,0.8774,4.9384,0.0504,0.3818,-0.5666,0.0001,0.010346,0.009634,0.007078
2025-05-02,2025-05-09,0.0192,0.1104,3.4177,2.0515,3.7023,-0.0082,0.04,0.4169,0.2729,0.01047,0.018106,0.009748
2025-05-02,2025-05-23,0.0575,0.0884,7.9972,0.4909,1.169,0.5511,0.5445,-0.0966,0.3054,0.008454,0.008805,0.008714
2025-05-09,2025-05-16,0.0192,0.1635,7.9769,0.4693,4.4581,0.1294,0.045,-1.7288,1.599,0.009546,0.014621,0.013041
2025-05-09,2025-05-23,0.0383,0.2008,7.9408,0.183,3.109,0.0668,0.4997,-0.002,0.0972,0.004882,0.004284,0.004286
2025-05-09,2025-05-30,0.0575,0.1177,7.0722,0.1212,5.0,-0.3496,20.0,0.069,0.01,0.009677,0.015441,0.015441
2025-05-09,2025-06-27,0.1342,0.0036,7.8983,0.5591,3.3286,-0.0758,0.5185,0.1954,0.0001,0.00597,0.005897,0.005897
2025-05-09,2025-07-25,0.2108,0.5079,7.9498,0.0001,1.8947,0.0337,0.4998,-0.0003,0.0979,0.002822,0.006105,0.002958
2025-05-09,2025-09-26,0.3833,0.2892,2.9148,0.2458,1.5973,0.0834,0.4999,0.0003,0.0989,0.000825,0.00088,0.000843
2025-05-16,2025-07-25,0.1916,0.1043,3.0017,0.5088,0.9866,0.2522,0.4999,-0.0001,0.0993,0.003689,0.00152,0.001521
2025-05-16,2025-09-26,0.3641,0.0752,2.9946,0.467,1.0257,0.1841,0.4999,-0.0001,0.0991,0.00227,0.002012,0.0019
2025-05-16,2025-06-27,0.115,0.0069,7.8806,0.5137,3.3561,-0.0522,0.6375,0.1763,0.0001,0.006924,0.006957,0.006957
2025-05-16,2025-05-23,0.0192,0.0001,3.7087,3.7425,4.2805,0.0578,0.0514,0.3349,0.0444,0.007478,0.012424,0.010722
2025-05-16,2025-05-30,0.0383,0.0905,7.9595,0.4299,2.4885,0.1206,0.3467,-0.1713,0.3379,0.003958,0.006432,0.006451
2025-05-16,2025-06-06,0.0575,0.0457,7.9699,0.4639,1.2472,0.4991,0.4894,-0.2039,0.3533,0.003264,0.002635,0.002628
2025-05-23,2025-06-06,0.0383,0.2302,7.9552,0.1524,3.4174,0.0688,0.4997,-0.0011,0.0979,0.008218,0.006943,0.006943
2025-05-23,2025-06-13,0.0575,0.0983,8.0049,0.5137,1.0755,0.338,0.5479,-0.1355,0.362,0.00473,0.00537,0.004306
2025-05-23,2025-06-27,0.0958,0.2975,7.9376,0.0681,2.3647,-0.0972,0.4979,0.169,0.0016,0.011097,0.01083,0.01083
2025-05-23,2025-07-25,0.1725,0.4603,7.9489,0.0001,1.7928,0.034,0.4998,-0.0002,0.0984,0.003168,0.003249,0.003249
2025-05-23,2025-09-26,0.345,0.0994,2.9967,0.4826,0.3894,0.3758,0.4999,-0.0001,0.0991,0.002578,0.002459,0.001575
2025-05-30,2025-06-06,0.0192,0.1364,8.0005,0.0977,0.9813,0.0296,0.7959,-0.1942,0.2799,0.007311,0.021712,0.008605
2025-05-30,2025-06-13,0.0383,0.0032,7.8366,1.3628,4.9865,-0.1076,0.491,-0.0837,0.0016,0.010884,0.008313,0.005461
2025-05-30,2025-06-20,0.0575,0.2688,7.8851,0.1035,3.9093,-0.2882,0.4897,-0.1064,0.0001,0.007633,0.007277,0.007298
2025-05-30,2025-06-27,0.0767,0.0049,7.8869,0.8107,3.5902,-0.0479,0.4999,-0.0001,0.0991,0.009588,0.009109,0.009109
2025-05-30,2025-07-25,0.1533,0.2002,2.9317,0.3164,1.6418,-0.0623,0.4999,-0.0001,0.0992,0.003384,0.003291,0.003292
2025-05-30,2025-08-29,0.2491,0.0959,2.9985,0.4892,0.3575,0.3426,0.4999,-0.0001,0.0992,0.005729,0.005644,0.005649
2025-05-30,2025-09-26,0.3258,0.0854,2.9974,0.4847,1.0111,-0.0276,0.4999,-0.0001,0.099,0.003909,0.002145,0.002146
2025-06-06,2025-08-29,0.23,0.0865,2.9962,0.4819,1.0235,0.0872,0.4999,-0.0002,0.0992,0.003983,0.00402,0.004034
2025-06-06,2025-07-25,0.1342,0.1692,2.9827,0.3125,1.7469,-0.0381,0.4999,-0.0002,0.0992,0.005259,0.005178,0.005166
2025-06-06,2025-09-26,0.3066,0.4023,7.9983,0.0864,1.0217,0.1527,0.4999,-0.0001,0.0991,0.003976,0.00455,0.003283
2025-06-06,2025-06-20,0.0383,0.006,7.9842,1.0571,2.9093,-0.3907,0.4082,0.1948,0.0001,0.006302,0.007852,0.018141
2025-06-06,2025-06-13,0.0192,0.1229,7.9634,0.0001,1.5715,0.999,0.242,-1.859,0.2486,0.028829,0.015591,0.008343
2025-06-06,2025-06-27,0.0575,0.1268,7.9479,0.0809,5.0,-0.2726,13.2351,0.0682,0.0001,0.013947,0.017131,0.017131
2025-06-13,2025-09-26,0.2875,0.541,7.9378,0.0001,1.8409,-0.0377,0.4997,-0.0002,0.0968,0.002647,0.002351,0.002351
2025-06-13,2025-08-29,0.2108,0.1498,2.9609,0.3376,1.343,-0.088,0.4999,-0.0002,0.0991,0.00236,0.002393,0.002394
2025-06-13,2025-07-25,0.115,0.1643,2.9472,0.3056,1.7728,-0.1094,0.4999,-0.0002,0.0992,0.005465,0.005502,0.005467
2025-06-13,2025-06-20,0.0192,0.064,8.0805,1.2588,3.0245,-0.5131,1.4834,0.0821,0.0983,0.013011,0.018492,0.01291
2025-06-13,2025-06-27,0.0383,0.0003,7.9007,1.1889,4.8577,-0.0019,0.4912,-0.1055,0.0008,0.013834,0.011714,0.006186
2025-06-13,2025-07-04,0.0575,0.0008,3.8338,1.9798,4.986,-0.3863,0.4955,-0.0396,0.0348,0.006802,0.006469,0.006459
2025-06-20,2025-06-27,0.0192,0.018,8.2584,1.8049,4.0364,-0.4413,0.1951,-0.0052,0.2443,0.012583,0.026302,0.026298
2025-06-20,2025-07-04,0.0383,0.0001,7.9156,1.1046,4.9182,-0.1191,0.4987,-0.0043,0.0887,0.010373,0.007849,0.006196
2025-06-20,2025-07-25,0.0958,0.1482,2.9507,0.3126,1.7521,-0.2124,0.4997,-0.0047,0.0953,0.004925,0.004601,0.004882
2025-06-20,2025-08-29,0.1916,0.0376,2.9278,0.5356,0.5911,-0.378,0.5009,0.0303,0.2451,0.00127,0.002572,0.00138
2025-06-20,2025-09-26,0.2683,0.0256,3.0081,0.5421,0.9014,-0.0233,0.4999,-0.0002,0.0991,0.001729,0.000792,0.00081
2025-06-20,2025-07-11,0.0575,0.0001,3.0778,1.8885,3.1048,-0.1909,0.4914,-0.0753,0.0001,0.006439,0.005067,0.007673
2025-06-27,2025-07-04,0.0192,0.0877,7.6811,0.0125,0.9783,0.4843,0.545,-0.2957,0.3593,0.008585,0.024487,0.007937
2025-06-27,2025-07-11,0.0383,0.1148,2.9597,0.2971,2.5964,-0.118,0.4994,-0.0074,0.0925,0.004081,0.003147,0.003771
2025-06-27,2025-07-18,0.0575,0.1294,2.9293,0.2223,2.5053,-0.1634,0.4994,-0.0063,0.0942,0.007197,0.005362,0.007597
2025-06-27,2025-07-25,0.0767,0.1224,2.9515,0.302,1.8391,-0.0913,0.4997,-0.0043,0.0963,0.0057,0.004968,0.00496
2025-06-27,2025-08-29,0.1725,0.0434,3.0202,0.5457,0.9135,0.0668,0.4999,-0.0001,0.0993,0.002455,0.002264,0.002225
2025-06-27,2025-09-26,0.2491,0.1226,1.0058,0.5105,0.2113,0.1818,0.4999,-0.0001,0.0995,0.005036,0.005647,0.001678
2025-07-04,2025-12-26,0.4791,0.1028,1.0003,0.5008,0.2999,0.2999,0.4999,-0.0001,0.0993,0.002066,0.001402,0.001445
2025-07-04,2025-09-26,0.23,0.1675,2.9354,0.1661,1.5967,-0.2563,0.5155,0.2243,0.0001,0.002765,0.003967,0.003967
2025-07-04,2025-08-29,0.1533,0.0747,2.9952,0.4737,1.0434,0.1109,0.4999,-0.0002,0.0993,0.004817,0.004086,0.003976
2025-07-04,2025-07-18,0.0383,0.1211,2.9345,0.1973,3.197,-0.1476,0.4993,-0.0064,0.0942,0.005419,0.003567,0.003541
2025-07-04,2025-07-11,0.0192,0.0012,3.1131,3.2376,3.4042,-0.1163,0.521,-0.1018,0.2505,0.006508,0.024729,0.007396
2025-07-04,2025-07-25,0.0575,0.0001,2.9894,1.7869,4.1757,-0.1522,0.495,-0.0869,0.0001,0.009616,0.007501,0.0066
2025-07-11,2025-09-26,0.2108,0.1787,2.9157,0.2113,1.5598,-0.0115,0.4999,0.0,0.0991,0.006839,0.006324,0.006326
2025-07-11,2025-08-29,0.1342,0.1177,2.9653,0.3478,1.3771,-0.006,0.4999,-0.0001,0.0993,0.004229,0.00424,0.00424
2025-07-11,2025-12-26,0.46,0.3846,8.0041,0.128,0.0917,0.015,0.4999,-0.0001,0.0994,0.008276,0.003323,0.003324
2025-07-11,2025-07-25,0.0383,0.0419,7.9186,0.8254,4.6909,-0.1994,1.1447,0.0767,0.0001,0.022689,0.021405,0.021405
2025-07-11,2025-07-18,0.0192,0.0001,7.9898,1.8318,2.3712,0.2806,0.0601,-1.9883,1.507,0.012074,0.020847,0.020847
2025-07-11,2025-08-01,0.0575,0.1171,2.9751,0.4068,1.7451,0.014,0.4995,-0.0066,0.0916,0.005137,0.004828,0.004929
2025-07-18,2025-07-25,0.0192,0.0764,3.006,0.5402,0.9095,0.0786,4.5228,-0.0441,0.1293,0.01409,0.027127,0.023286
2025-07-18,2025-08-01,0.0383,0.0001,7.9726,0.9365,2.5897,0.4939,0.1045,-2.0,1.3437,0.008325,0.012066,0.036079
2025-07-18,2025-08-08,0.0575,0.1292,2.9704,0.4382,2.397,-0.0005,0.4996,-0.0051,0.0947,0.008723,0.007576,0.007246
2025-07-18,2025-08-29,0.115,0.1332,2.9501,0.2716,1.6491,0.0803,0.4999,-0.0001,0.0994,0.005367,0.005196,0.005196
2025-07-18,2025-09-26,0.1916,0.1164,2.9594,0.3193,1.3323,0.1624,0.4989,-0.0654,0.0629,0.006479,0.006338,0.0043
2025-07-18,2025-12-26,0.4408,0.3925,8.0023,0.1123,0.2163,0.1572,0.4999,-0.0001,0.0993,0.008447,0.001987,0.001987
2025-07-25,2025-09-26,0.1725,0.1132,2.9559,0.4359,1.847,-0.2437,0.5167,0.1859,0.0001,0.004246,0.00412,0.004121
2025-07-25,2025-10-31,0.2683,0.183,2.8882,0.2705,1.4532,-0.0769,0.4999,-0.0002,0.099,0.002709,0.002744,0.002713
2025-07-25,2025-08-29,0.0958,0.0059,2.9659,1.3308,3.738,-0.2809,1.1755,0.1,0.0001,0.008984,0.00818,0.008181
2025-07-25,2025-12-26,0.4216,0.3908,8.0043,0.1347,0.1167,0.0842,0.4999,-0.0001,0.0992,0.006236,0.00302,0.00302
2025-07-25,2025-08-08,0.0383,0.0001,7.9759,1.1858,4.6283,-0.2336,0.0725,-0.1162,0.4598,0.007124,0.007853,0.007815
2025-07-25,2025-08-01,0.0192,0.0001,8.0933,1.736,4.3829,0.072,0.8488,-0.0479,0.2478,0.005359,0.02013,0.007808
2025-07-25,2025-08-15,0.0575,0.1939,2.9136,0.2198,3.4348,-0.3498,0.4996,-0.005,0.0944,0.004542,0.00486,0.015785
2025-08-01,2025-08-08,0.0192,0.0096,8.0274,1.5234,4.7905,-0.2439,0.3815,0.1526,0.0727,0.012296,0.014109,0.011496
2025-08-01,2025-08-15,0.0383,0.0566,3.0002,0.5105,1.2436,0.999,0.56,-0.4104,0.1425,0.023362,0.009809,0.006428
2025-08-01,2025-08-22,0.0575,0.1313,2.9204,0.1892,2.5961,-0.1906,0.4994,-0.0071,0.0924,0.008706,0.007601,0.007585
2025-08-01,2025-08-29,0.0767,0.0001,2.9409,1.3547,2.9565,-0.1892,0.4951,-0.0975,0.0001,0.00665,0.005353,0.005093
2025-08-01,2025-09-26,0.1533,0.0085,2.9638,0.8145,2.4285,-0.2065,0.6831,0.0923,0.0001,0.006612,0.00524,0.00524
2025-08-01,2025-10-31,0.2491,0.0251,3.0179,0.5293,0.9312,-0.0381,0.4999,-0.0002,0.0991,0.001939,0.001937,0.00197
2025-08-01,2025-12-26,0.4025,0.4073,7.999,0.1106,0.3291,-0.3348,0.4999,-0.0001,0.0992,0.00534,0.001849,0.001849
2025-08-08,2025-12-26,0.3833,0.634,7.9273,0.0001,1.8405,-0.0465,0.4995,-0.0006,0.0952,0.003,0.002903,0.002903
2025-08-08,2025-10-31,0.23,0.0985,0.9992,0.4987,0.3149,0.3062,0.5005,0.0079,0.1113,0.002396,0.001801,0.001537
2025-08-08,2025-09-26,0.1342,0.1087,0.9775,0.4739,1.1744,-0.1117,0.4997,-0.0047,0.0962,0.003789,0.003321,0.004424
2025-08-08,2025-08-22,0.0383,0.0902,0.9827,0.1281,1.2392,-0.1281,0.0735,0.2372,0.1104,0.005321,0.008799,0.005905
2025-08-08,2025-08-15,0.0192,0.0024,3.5441,2.4488,3.4084,0.0189,0.1394,-1.1079,0.879,0.012256,0.019965,0.019965
2025-08-08,2025-08-29,0.0575,0.003,1.799,2.2054,3.4293,-0.1819,0.4935,-0.02,0.036,0.006553,0.004766,0.00469
2025-08-15,2025-08-22,0.0192,0.0952,8.0002,0.0761,1.0008,-0.4704,0.5107,0.0504,0.1141,0.008995,0.019147,0.01182
2025-08-15,2025-08-29,0.0383,0.0068,3.1585,2.1128,3.935,-0.3825,0.0168,0.0346,0.6267,0.005972,0.008913,0.005761
2025-08-15,2025-09-05,0.0575,0.0909,1.1347,0.7328,0.8477,-0.6006,0.1468,0.2698,0.0001,0.005533,0.006968,0.006532
2025-08-15,2025-09-26,0.115,0.0001,1.5872,1.6768,2.618,-0.2766,0.4984,-0.0042,0.0835,0.006163,0.005327,0.005327
2025-08-15,2025-10-31,0.2108,0.073,0.9879,0.48,0.5079,-0.2296,0.5207,-0.0705,0.3038,0.004515,0.008026,0.004322
2025-08-15,2025-12-26,0.3641,0.3916,8.0,0.0797,1.003,-0.072,0.4999,-0.0001,0.0992,0.003821,0.00207,0.002074
2025-08-22,2025-10-31,0.1916,0.095,0.9795,0.4692,1.13,-0.1374,0.4994,-0.0561,0.1856,0.002829,0.002662,0.00265
2025-08-22,2025-09-26,0.0958,0.1222,0.9129,0.3875,2.0286,-0.1514,0.4997,-0.0059,0.0961,0.0062,0.005462,0.005459
2025-08-22,2025-12-26,0.345,0.1267,0.9463,0.4468,0.9417,-0.1327,0.4999,-0.0001,0.0992,0.001721,0.005087,0.001714
2025-08-22,2025-09-05,0.0383,0.0497,1.6612,1.4668,3.7439,-0.0355,0.3017,-2.0,0.3931,0.019822,0.014323,0.01145
2025-08-22,2025-08-29,0.0192,0.1124,7.9933,0.0031,2.3261,0.2646,1.4877,-0.0684,0.2173,0.019922,0.028195,0.02523
2025-08-22,2025-09-12,0.0575,0.1534,2.9095,0.1047,3.0225,-0.4349,0.4992,-0.009,0.0883,0.008708,0.008225,0.008368
2025-08-29,2025-12-26,0.3258,0.1469,0.9743,0.4354,1.1445,-0.2248,0.4998,-0.0015,0.0979,0.001314,0.001082,0.001083
2025-08-29,2025-10-31,0.1725,0.1065,1.0157,0.5203,0.0001,0.0371,0.4999,-0.0002,0.0994,0.008799,0.005188,0.005188
2025-08-29,2025-09-26,0.0767,0.0102,3.0605,1.4681,3.6161,-0.3049,0.5823,0.0762,0.0001,0.013334,0.01127,0.01127
2025-08-29,2025-11-28,0.2491,0.1516,0.9549,0.4396,1.357,-0.2846,0.4997,-0.003,0.0968,0.003921,0.003624,0.003625
2025-08-29,2025-09-12,0.0383,0.0675,3.2404,1.6779,3.5331,-0.4942,0.01,-0.4833,1.4105,0.004873,0.007505,0.00455
2025-08-29,2025-09-05,0.0192,0.0002,3.2353,3.3013,3.4708,0.5925,0.5546,-0.6582,0.1485,0.040107,0.027185,0.013312
2025-08-29,2025-09-19,0.0575,0.0787,3.0277,0.9118,1.7315,-0.5186,0.051,0.0717,0.5854,0.006042,0.007389,0.00715
2025-09-05,2025-09-12,0.0192,0.0137,8.068,1.816,2.9287,-0.624,0.1524,0.2239,0.0001,0.011941,0.019455,0.011578
2025-09-05,2025-09-19,0.0383,0.1001,3.0247,0.6359,0.8759,-0.7736,0.3546,0.17,0.0133,0.003106,0.005995,0.006029
2025-09-05,2025-09-26,0.0575,0.0969,7.9256,0.5568,5.0,-0.475,0.4953,0.0545,0.0001,0.010381,0.007724,0.007711
2025-09-05,2025-10-31,0.1533,0.1238,0.9797,0.4719,1.1335,-0.3199,0.4995,-0.0067,0.0942,0.004613,0.004268,0.003608
2025-09-05,2025-11-28,0.23,0.0271,1.0743,0.6541,1.879,-0.8524,5.8698,0.115,0.0001,0.00608,0.007675,0.007675
2025-09-05,2025-12-26,0.3066,0.14,0.933,0.4649,1.1528,-0.1802,0.4998,-0.0007,0.0978,0.003302,0.002565,0.002565
2025-09-12,2025-11-28,0.2108,0.0671,0.9951,0.4916,0.3682,-0.1176,0.5015,-0.1143,0.3017,0.002271,0.002047,0.00205
2025-09-12,2025-10-31,0.1342,0.1091,0.971,0.4586,1.2831,-0.2355,0.4996,-0.0065,0.0938,0.002826,0.002215,0.00225
2025-09-12,2025-12-26,0.2875,0.1242,0.9583,0.4445,0.9967,-0.1465,0.4999,-0.0001,0.0993,0.001285,0.001137,0.001157
2025-09-12,2025-09-26,0.0383,0.0266,3.0603,1.355,4.9719,-0.1714,13.6926,-0.0381,0.0001,0.011506,0.009715,0.009721
2025-09-12,2025-09-19,0.0192,0.0001,3.3238,3.4794,3.6963,-0.3542,0.1387,0.1997,0.0001,0.015128,0.016428,0.015558
2025-09-12,2025-10-03,0.0575,0.0995,0.9682,0.449,1.6975,-0.1854,0.4993,-0.0086,0.0918,0.004037,0.003639,0.003793
2025-09-19,2025-10-03,0.0383,0.0979,0.9801,0.0342,2.1756,-0.1584,0.4991,-0.0095,0.09,0.004331,0.003982,0.003655
2025-09-19,2025-10-10,0.0575,0.1145,0.969,0.0044,2.2836,-0.2219,0.4993,-0.0089,0.0913,0.004076,0.002774,0.003094
2025-09-19,2025-10-31,0.115,0.111,0.9362,0.4127,1.6979,-0.2358,0.4995,-0.0074,0.0928,0.005477,0.004176,0.004038
2025-09-19,2025-11-28,0.1916,0.1142,0.9554,0.4344,1.3127,-0.17,0.4998,-0.0028,0.0977,0.002103,0.001968,0.001973
2025-09-19,2025-12-26,0.2683,0.0726,0.9799,0.4714,0.5862,0.0255,0.503,-0.1037,0.2826,0.001629,0.002447,0.000312
2025-09-26,2025-12-26,0.2491,0.1523,0.9551,0.456,1.3509,-0.3039,0.4998,-0.0015,0.0967,0.002984,0.002313,0.002333
2025-09-26,2025-11-28,0.1725,0.0031,2.9525,0.6856,2.9221,-0.5035,2.4144,0.1114,0.0001,0.002362,0.003278,0.003279
2025-09-26,2025-10-31,0.0958,0.1368,0.9192,0.3894,2.0882,-0.3359,0.4995,-0.0067,0.0934,0.005929,0.004471,0.004471
2025-09-26,2025-10-17,0.0575,0.1336,2.9394,0.1973,2.416,-0.3457,0.4992,-0.0099,0.0887,0.004592,0.00406,0.005851
2025-09-26,2025-10-03,0.0192,0.0001,3.7945,3.2053,3.8533,-0.4732,0.2161,0.1777,0.0001,0.007272,0.014041,0.009795
2025-09-26,2025-10-10,0.0383,0.0032,2.3746,3.0908,4.9999,-0.2997,0.4889,-0.0387,0.0203,0.016445,0.012557,0.006835
2025-10-03,2025-10-10,0.0192,0.0567,7.9413,0.9847,4.783,-0.1526,0.4981,0.005,0.0707,0.01757,0.017921,0.017921
2025-10-03,2025-10-17,0.0383,0.1203,2.9455,0.2844,2.6305,-0.061,0.5,-0.0,0.0996,0.009242,0.017017,0.008591
2025-10-03,2025-10-24,0.0575,0.1203,2.9453,0.264,2.1835,-0.044,0.4997,-0.0045,0.0962,0.004692,0.00439,0.004663
2025-10-03,2025-10-31,0.0767,0.1347,2.9332,0.221,2.1957,-0.0972,0.4997,-0.0045,0.0971,0.009234,0.007882,0.00687
2025-10-03,2025-11-28,0.1533,0.1716,2.9684,0.1387,1.7986,-0.1669,0.4998,-0.0014,0.0977,0.005939,0.005793,0.005793
