date,expiry,T,T_bucket,beta,sabr_rmse,js_rmse
2024-03-15,2024-04-26,0.1149897330595482,Medium,0.7,0.3724901501470114,0.33162951497642756
2024-03-15,2024-04-26,0.1149897330595482,Medium,1.0,0.012311332323160937,0.012311156875678698
2025-07-25,2025-09-26,0.1724845995893223,Medium,0.5,0.2525732283662758,0.24673435520930595
2025-07-25,2025-09-26,0.1724845995893223,Medium,0.7,0.12429456940055801,0.07586382300985599
2025-07-25,2025-09-26,0.1724845995893223,Medium,1.0,0.004119796879504414,0.004121488581205523
2024-09-06,2024-11-08,0.1724845995893223,Medium,0.5,0.38054166121724625,0.06940656441987902
2024-09-06,2024-11-08,0.1724845995893223,Medium,0.7,0.17933237631612017,0.09508797351054901
2024-09-06,2024-11-08,0.1724845995893223,Medium,1.0,0.0041249242147697,0.004129675614673684
2026-02-20,2026-04-24,0.1724845995893223,Medium,0.5,0.2997610478325118,0.026998766190833932
2026-02-20,2026-04-24,0.1724845995893223,Medium,0.7,0.13940258593349972,0.08381234835475146
2026-02-20,2026-04-24,0.1724845995893223,Medium,1.0,0.001980949399426105,0.001984841702126976
2024-12-06,2025-02-28,0.2299794661190965,Medium,0.5,0.42697854474492125,0.026070978551559588
2024-12-06,2025-02-28,0.2299794661190965,Medium,0.7,0.22816739047111576,0.07349635443555985
2024-12-06,2025-02-28,0.2299794661190965,Medium,1.0,0.004778895494867065,0.004780467778976485
2025-03-07,2025-04-25,0.1341546885694729,Medium,0.5,0.3695663118034348,0.3646977325460423
2025-03-07,2025-04-25,0.1341546885694729,Medium,0.7,0.19198812879826083,0.11545849421835512
2025-03-07,2025-04-25,0.1341546885694729,Medium,1.0,0.008489235976323476,0.008491001827307955
2024-04-12,2024-05-31,0.1341546885694729,Medium,0.5,0.5162746057414577,0.14289138792855618
2024-04-12,2024-05-31,0.1341546885694729,Medium,0.7,0.3158266329429289,0.22751357230086008
2024-04-12,2024-05-31,0.1341546885694729,Medium,1.0,0.007298365723870725,0.007299174523229969
2026-02-27,2026-04-24,0.1533196440793976,Medium,0.5,0.3061959913322787,0.06779559766915726
2026-02-27,2026-04-24,0.1533196440793976,Medium,0.7,0.15733442849861393,0.08817645039234558
2026-02-27,2026-04-24,0.1533196440793976,Medium,1.0,0.0043707038124086005,0.004372190412774142
2025-06-20,2025-08-29,0.191649555099247,Medium,0.5,0.2562479504336161,0.04124481903249466
2025-06-20,2025-08-29,0.191649555099247,Medium,0.7,0.1283898041875274,0.07057306744523698
2025-06-20,2025-08-29,0.191649555099247,Medium,1.0,0.002571830163233064,0.002575012049655161
2025-08-29,2025-10-31,0.1724845995893223,Medium,0.5,0.2214251398452776,0.0160248899289611
2025-08-29,2025-10-31,0.1724845995893223,Medium,0.7,0.11080449124912013,0.06493753882810656
2025-08-29,2025-10-31,0.1724845995893223,Medium,1.0,0.00518765735629054,0.005189242149880503
2024-03-08,2024-05-31,0.2299794661190965,Medium,0.5,0.5474814728184244,0.05041531516066728
2024-03-08,2024-05-31,0.2299794661190965,Medium,0.7,0.3249000976340787,0.05188188434181687
2024-03-08,2024-05-31,0.2299794661190965,Medium,1.0,0.008851214209860996,0.008854912170515952
2024-06-28,2024-08-30,0.1724845995893223,Medium,0.5,0.30159636285643165,0.038212346327418864
2024-06-28,2024-08-30,0.1724845995893223,Medium,0.7,0.1402171858687625,0.0759164687881441
2024-06-28,2024-08-30,0.1724845995893223,Medium,1.0,0.00468360626367477,0.004685710317972899
