date,expiry,T,merton_sigma,merton_lam,merton_muJ,merton_delta,merton_rmse,sabr_rmse,js_rmse
2025-08-22,2025-08-29,0.0192,0.3125,2.7333,0.1,0.1564,0.021081,0.028195,0.02523
2025-08-22,2025-09-12,0.0575,0.3093,1.0018,0.1,0.1688,0.031817,0.008225,0.008368
2025-08-29,2025-12-26,0.3258,0.3274,0.9995,-0.1,0.2748,0.014363,0.001082,0.001083
2025-08-29,2025-10-31,0.1725,0.3646,0.9998,-0.1,0.1145,0.00871,0.005188,0.005188
2025-08-29,2025-09-26,0.0767,0.3641,0.0262,0.1001,2.0,0.023588,0.01127,0.01127
2025-08-29,2025-11-28,0.2491,0.3451,1.0037,-0.1,0.2147,0.016115,0.003624,0.003625
2025-08-29,2025-09-12,0.0383,0.3481,0.0495,0.1,0.7412,0.011068,0.007505,0.00455
2025-08-29,2025-09-05,0.0192,0.3447,0.2999,-0.1,0.2322,0.015827,0.027185,0.013312
2025-08-29,2025-09-19,0.0575,0.3466,0.9996,0.1,0.1395,0.016797,0.007389,0.00715
2025-09-05,2025-09-12,0.0192,0.3669,0.1192,0.1,0.3425,0.026429,0.019455,0.011578
2025-09-05,2025-09-19,0.0383,0.3469,0.9987,0.1,0.1191,0.012624,0.005995,0.006029
2025-09-05,2025-09-26,0.0575,0.3415,0.0223,0.1,2.0,0.022629,0.007724,0.007711
2025-09-05,2025-10-31,0.1533,0.3677,1.0102,0.1,0.0243,0.011379,0.004268,0.003608
2025-09-05,2025-11-28,0.23,0.3393,0.0563,0.1,2.0,0.01057,0.007675,0.007675
2025-09-05,2025-12-26,0.3066,0.3616,0.0469,0.1,2.0,0.011327,0.002565,0.002565
2025-09-12,2025-11-28,0.2108,0.3311,1.0016,-0.1,0.1766,0.003739,0.002047,0.00205
2025-09-12,2025-10-31,0.1342,0.3189,0.9999,0.1,0.1462,0.006621,0.002215,0.00225
2025-09-12,2025-12-26,0.2875,0.3379,1.0037,0.1,0.2198,0.008692,0.001137,0.001157
2025-09-12,2025-09-26,0.0383,0.2961,1.0007,0.1,0.1634,0.018745,0.009715,0.009721
2025-09-12,2025-09-19,0.0192,0.3061,1.0008,-0.1,0.1537,0.022946,0.016428,0.015558
2025-09-12,2025-10-03,0.0575,0.2853,1.0016,0.1,0.1902,0.010132,0.003639,0.003793
2025-09-19,2025-10-03,0.0383,0.2749,1.0003,0.1,0.1581,0.008285,0.003982,0.003655
2025-09-19,2025-10-10,0.0575,0.269,1.0025,0.1,0.2001,0.01288,0.002774,0.003094
2025-09-19,2025-10-31,0.115,0.2948,1.001,0.1,0.1731,0.006776,0.004176,0.004038
2025-09-19,2025-11-28,0.1916,0.308,1.0024,0.1,0.2013,0.004199,0.001968,0.001973
2025-09-19,2025-12-26,0.2683,0.3266,1.0027,0.1,0.2194,0.002034,0.002447,0.000312
2025-09-26,2025-12-26,0.2491,0.3238,0.9994,-0.1,0.2677,0.022661,0.002313,0.002333
2025-09-26,2025-11-28,0.1725,0.3394,0.0491,0.1,1.7825,0.018689,0.003278,0.003279
2025-09-26,2025-10-31,0.0958,0.3262,1.0007,-0.1,0.159,0.021039,0.004471,0.004471
2025-09-26,2025-10-17,0.0575,0.321,0.9997,0.1,0.1393,0.01854,0.00406,0.005851
2025-09-26,2025-10-03,0.0192,0.3146,0.9992,-0.1,0.1303,0.022563,0.014041,0.009795
2025-09-26,2025-10-10,0.0383,0.3295,0.0177,0.1,2.0,0.011223,0.012557,0.006835
2025-10-03,2025-10-10,0.0192,0.3216,1.0023,-0.1,0.167,0.025602,0.017921,0.017921
2025-10-03,2025-10-17,0.0383,0.308,1.0054,0.1,0.2381,0.010281,0.017017,0.008591
2025-10-03,2025-10-24,0.0575,0.3091,1.0022,-0.1,0.219,0.004658,0.00439,0.004663
2025-10-03,2025-10-31,0.0767,0.3228,1.0035,-0.1,0.2148,0.011445,0.007882,0.00687
2025-10-03,2025-11-28,0.1533,0.3267,1.0035,-0.1,0.2362,0.013075,0.005793,0.005793
2025-10-03,2025-12-26,0.23,0.3326,1.0046,0.1,0.2584,0.009644,0.002303,0.002309
2025-10-03,2026-03-27,0.4791,0.3307,1.0058,-0.1,0.302,0.007845,0.001696,0.001697
2025-10-10,2025-12-26,0.2108,0.4407,1.0111,-0.1,0.014,0.03609,0.021159,0.021142
2025-10-10,2025-11-28,0.1342,0.4079,1.0,-0.1,0.1326,0.03452,0.02294,0.022939
2025-10-10,2026-03-27,0.46,0.4462,1.0105,0.1,0.0171,0.011898,0.007053,0.007039
2025-10-10,2025-10-24,0.0383,0.4334,1.0007,-0.1,0.0042,0.078504,0.051563,0.051563
2025-10-10,2025-10-31,0.0575,0.4754,0.9991,0.1,0.0064,0.068581,0.049391,0.049252
2025-10-10,2025-10-17,0.0192,0.5466,0.9918,-0.1,0.0039,0.167724,0.081817,0.058361
2025-10-17,2025-10-24,0.0192,0.4848,0.1082,0.1001,0.3421,0.046813,0.033949,0.021053
2025-10-17,2025-10-31,0.0383,0.4458,0.9981,0.1,0.2101,0.033082,0.013725,0.01168
2025-10-17,2025-11-07,0.0575,0.4723,0.9942,0.1,0.0103,0.031201,0.004388,0.004348
2025-10-17,2025-11-28,0.115,0.4095,1.0044,-0.1,0.2539,0.026231,0.004938,0.00467
2025-10-17,2025-12-26,0.1916,0.4741,1.0249,-0.1,0.0371,0.020205,0.004779,0.00488
2025-10-17,2026-03-27,0.4408,0.4714,0.9978,0.1,0.0673,0.004748,0.003141,0.003125
2025-10-24,2025-12-26,0.1725,0.39,1.005,0.1,0.2432,0.018923,0.003279,0.003283
2025-10-24,2026-03-27,0.4216,0.4524,0.9989,0.1,0.0855,0.005088,0.001814,0.001306
2025-10-24,2025-11-28,0.0958,0.4091,0.0359,-0.1001,2.0,0.019952,0.004999,0.004344
2025-10-24,2025-11-07,0.0383,0.4176,0.9947,-0.1,0.0086,0.018876,0.006114,0.005928
2025-10-24,2025-11-14,0.0575,0.4178,0.9923,0.1,0.0221,0.011876,0.008472,0.006268
2025-10-31,2025-11-07,0.0192,0.3787,0.0417,0.1,2.0,0.035604,0.030891,0.024498
2025-10-31,2025-11-14,0.0383,0.3674,1.0011,-0.1,0.1683,0.03321,0.027323,0.026514
2025-10-31,2025-11-21,0.0575,0.3595,1.0041,0.1,0.2597,0.023381,0.004247,0.004049
2025-10-31,2025-11-28,0.0767,0.3886,0.034,0.0995,2.0,0.029583,0.022859,0.020556
2025-10-31,2025-12-26,0.1533,0.4239,1.0,0.1,0.1078,0.072106,0.060828,0.060828
2025-10-31,2026-01-30,0.2491,0.3807,0.0767,0.1,1.9577,0.015739,0.001348,0.001355
2025-10-31,2026-03-27,0.4025,0.2982,1.0059,0.1,0.3958,0.015678,0.000594,0.000594
2025-11-07,2025-12-26,0.1342,0.414,1.0013,-0.1,0.1771,0.035702,0.021635,0.021634
2025-11-07,2026-01-30,0.23,0.3936,1.0051,-0.1,0.2208,0.003733,0.002155,0.002171
2025-11-07,2026-03-27,0.3833,0.4583,0.999,-0.1,0.0488,0.006953,0.002104,0.002108
2025-11-07,2025-11-28,0.0575,0.3829,1.0029,0.1,0.2144,0.017725,0.013953,0.013953
2025-11-07,2025-11-14,0.0192,0.4968,0.0146,-0.0995,2.0,0.171449,0.149545,0.159921
2025-11-07,2025-11-21,0.0383,0.4143,0.0217,0.1,2.0,0.014506,0.009054,0.00904
2025-11-14,2025-11-21,0.0192,0.4462,2.5343,-0.1,0.1546,0.031865,0.02867,0.024304
2025-11-14,2025-11-28,0.0383,0.4242,1.0008,-0.1,0.2088,0.02334,0.015223,0.012856
2025-11-14,2025-12-05,0.0575,0.4244,1.0013,-0.1,0.1838,0.016284,0.010485,0.010316
2025-11-14,2025-12-26,0.115,0.4087,1.0038,-0.1,0.2541,0.034861,0.013745,0.013745
2025-11-14,2026-01-30,0.2108,0.4662,1.0304,0.1,0.0288,0.012483,0.005629,0.005683
2025-11-14,2026-03-27,0.3641,0.4759,1.0319,0.1,0.0237,0.010055,0.002796,0.002801
2025-11-21,2026-03-27,0.345,0.5234,1.0096,-0.1,0.0278,0.016302,0.002922,0.002922
2025-11-21,2026-01-30,0.1916,0.5231,0.9974,0.1,0.0157,0.014728,0.014728,0.006327
2025-11-21,2025-12-26,0.0958,0.553,1.0127,-0.1,0.0144,0.02933,0.009105,0.009104
2025-11-21,2025-12-05,0.0383,0.5542,0.9833,-0.1,0.2045,0.032257,0.022739,0.022739
2025-11-21,2025-11-28,0.0192,0.5956,2.7919,0.1,0.1654,0.051561,0.030346,0.025539
2025-11-21,2025-12-12,0.0575,0.5623,0.9987,0.1,0.1019,0.031995,0.010721,0.010746
2025-11-28,2025-12-05,0.0192,0.3902,1.508,-0.1,0.1471,0.025015,0.019273,0.008809
2025-11-28,2025-12-12,0.0383,0.4098,1.011,-0.1,0.298,0.032893,0.007475,0.007719
2025-11-28,2025-12-19,0.0575,0.4229,1.0039,-0.1,0.2114,0.017045,0.003866,0.003631
2025-11-28,2025-12-26,0.0767,0.4174,1.0027,-0.1,0.2233,0.030722,0.009662,0.009658
2025-11-28,2026-01-30,0.1725,0.4573,1.0086,0.1,0.0196,0.014965,0.004515,0.004302
2025-11-28,2026-02-27,0.2491,0.4609,1.018,-0.1,0.0375,0.009786,0.003293,0.003215
2025-11-28,2026-03-27,0.3258,0.4738,1.0181,-0.1,0.0278,0.017765,0.003408,0.003411
2025-12-05,2026-02-27,0.23,0.4461,1.0228,0.1,0.0185,0.010944,0.00247,0.002359
2025-12-05,2026-03-27,0.3066,0.4518,1.025,0.1,0.0181,0.011258,0.000791,0.000786
2025-12-05,2026-01-30,0.1533,0.4327,0.0236,0.0998,1.9829,0.035547,0.004189,0.00419
2025-12-05,2025-12-12,0.0192,0.468,1.0015,0.1,0.1723,0.023076,0.008986,0.006561
2025-12-05,2025-12-19,0.0383,0.4488,1.0008,0.1,0.1612,0.025122,0.008914,0.008792
2025-12-05,2025-12-26,0.0575,0.4492,0.9984,-0.1,0.1378,0.025632,0.005788,0.005456
2025-12-12,2025-12-19,0.0192,0.4062,3.2752,-0.1,0.1102,0.041355,0.016055,0.009933
2025-12-12,2025-12-26,0.0383,0.3458,6.098,-0.1,0.1103,0.034073,0.011209,0.011189
2025-12-12,2026-01-02,0.0575,0.4109,1.002,0.1,0.0112,0.008635,0.002399,0.002486
2025-12-12,2026-01-30,0.1342,0.3982,1.0009,0.1,0.1575,0.030033,0.002601,0.002601
2025-12-12,2026-02-27,0.2108,0.4235,1.0014,0.1,0.0153,0.009013,0.002538,0.002587
2025-12-12,2026-03-27,0.2875,0.4385,1.0034,-0.1,0.0211,0.017279,0.001548,0.001548
2025-12-19,2026-03-27,0.2683,0.4459,1.0279,0.1,0.0203,0.006773,0.00072,0.000743
2025-12-19,2026-02-27,0.1916,0.4412,1.0018,0.1,0.0182,0.007809,0.002004,0.001968
2025-12-19,2026-01-30,0.115,0.4127,1.002,-0.1,0.1901,0.023686,0.00352,0.003649
2025-12-19,2026-01-02,0.0383,0.4071,1.0027,0.1,0.1893,0.021468,0.005693,0.005413
2025-12-19,2026-01-09,0.0575,0.4232,0.999,-0.1,0.1162,0.009153,0.004341,0.005077
2025-12-26,2026-01-02,0.0192,0.3506,1.0021,0.1,0.1801,0.007193,0.015856,0.007351
2025-12-26,2026-01-09,0.0383,0.3587,1.0,0.1,0.1413,0.007375,0.005066,0.004266
2025-12-26,2026-01-16,0.0575,0.392,0.9951,0.1,0.0164,0.011593,0.009095,0.005337
2025-12-26,2026-01-30,0.0958,0.3567,1.0033,0.1,0.2128,0.02107,0.004161,0.004157
2025-12-26,2026-02-27,0.1725,0.4063,1.0035,0.1,0.0381,0.009632,0.003742,0.003799
2025-12-26,2026-03-27,0.2491,0.3425,1.0011,0.1,0.2676,0.0225,0.001815,0.001806
2026-01-02,2026-03-27,0.23,0.3949,1.0015,0.1,0.1604,0.006725,0.002006,0.001913
2026-01-02,2026-06-26,0.4791,0.4454,1.0245,-0.1,0.055,0.004931,0.001063,0.001121
2026-01-02,2026-02-27,0.1533,0.3729,1.0037,0.1,0.2116,0.011509,0.002183,0.002307
2026-01-02,2026-01-09,0.0192,0.3771,1.0068,-0.1,0.2282,0.009924,0.041346,0.011753
2026-01-02,2026-01-23,0.0575,0.3768,1.0027,0.1,0.1861,0.004535,0.00705,0.007139
2026-01-02,2026-01-16,0.0383,0.372,1.0045,0.1,0.212,0.003357,0.003492,0.002493
2026-01-02,2026-01-30,0.0767,0.3688,1.0033,-0.1,0.2193,0.010082,0.002981,0.00296
2026-01-09,2026-03-27,0.2108,0.4078,0.9994,-0.1,0.0883,0.008409,0.007162,0.007162
2026-01-09,2026-02-27,0.1342,0.3657,1.0042,0.1,0.2186,0.016535,0.002835,0.002838
2026-01-09,2026-06-26,0.46,0.4466,1.0096,0.1,0.0266,0.00859,0.002599,0.001955
2026-01-09,2026-01-23,0.0383,0.3544,1.0006,-0.1,0.1533,0.007475,0.005022,0.004499
2026-01-09,2026-01-16,0.0192,0.3557,1.0009,-0.1,0.1526,0.03249,0.009135,0.008042
2026-01-09,2026-01-30,0.0575,0.3708,1.0013,0.1,0.1699,0.01687,0.007633,0.007633
2026-01-16,2026-01-23,0.0192,0.3304,1.0033,-0.1,0.186,0.039952,0.02675,0.02601
2026-01-16,2026-01-30,0.0383,0.3556,1.0,-0.1,0.1357,0.018713,0.00956,0.008491
2026-01-16,2026-02-06,0.0575,0.3504,0.9991,0.1,0.1244,0.005473,0.003986,0.00395
2026-01-16,2026-02-27,0.115,0.3509,1.0026,-0.1,0.1856,0.014817,0.004198,0.004225
2026-01-16,2026-03-27,0.1916,0.3421,1.0041,0.1,0.2319,0.014463,0.002659,0.00266
2026-01-16,2026-06-26,0.4408,0.4339,1.0338,0.1,0.0295,0.007176,0.002092,0.001952
2026-01-23,2026-03-27,0.1725,0.3563,1.0006,-0.1,0.1467,0.008712,0.004298,0.00551
2026-01-23,2026-02-27,0.0958,0.3284,1.0021,0.1,0.1834,0.023348,0.00504,0.00504
2026-01-23,2026-06-26,0.4216,0.4239,1.0016,-0.1,0.0383,0.007765,0.002498,0.002509
2026-01-23,2026-02-06,0.0383,0.3413,0.1256,-0.1,0.3341,0.009842,0.01094,0.007829
2026-01-23,2026-02-13,0.0575,0.3346,0.9998,0.1,0.1424,0.009424,0.004416,0.004658
2026-01-30,2026-02-06,0.0192,0.4163,1.0011,0.1,0.1513,0.029674,0.017722,0.013209
2026-01-30,2026-02-13,0.0383,0.4008,0.0172,0.1001,2.0,0.019282,0.012458,0.012391
2026-01-30,2026-02-20,0.0575,0.3914,0.9978,-0.1,0.0843,0.014921,0.007322,0.007599
2026-01-30,2026-02-27,0.0767,0.3578,1.0035,0.1,0.2148,0.032682,0.006359,0.00459
2026-01-30,2026-03-27,0.1533,0.3496,1.0024,0.1,0.2311,0.030918,0.005217,0.005217
2026-01-30,2026-04-24,0.23,0.4089,0.9986,0.1,0.0559,0.016709,0.003088,0.003112
2026-01-30,2026-06-26,0.4025,0.4373,1.001,-0.1,0.0193,0.009417,0.002204,0.002219
2026-02-06,2026-06-26,0.3833,0.5303,1.0387,0.1,0.0197,0.035532,0.009058,0.008907
2026-02-06,2026-04-24,0.2108,0.534,1.0012,0.1,0.0138,0.063843,0.022698,0.022699
2026-02-06,2026-03-27,0.1342,0.569,1.0149,-0.1,0.006,0.080949,0.018452,0.018452
2026-02-06,2026-02-27,0.0575,0.629,0.9843,-0.1,0.0057,0.103223,0.040033,0.036608
2026-02-06,2026-02-13,0.0192,0.7578,0.8777,-0.1,0.0001,0.094822,0.028059,0.027649
2026-02-06,2026-02-20,0.0383,0.6574,0.9585,0.1,0.0007,0.07266,0.028148,0.029629
2026-02-13,2026-02-20,0.0192,0.4849,0.2165,0.1,0.2809,0.042842,0.036414,0.01961
2026-02-13,2026-02-27,0.0383,0.4825,0.0138,-0.1001,1.8161,0.024674,0.012897,0.012299
2026-02-13,2026-03-06,0.0575,0.4859,0.9951,0.1,0.0055,0.02891,0.006321,0.006321
2026-02-13,2026-03-27,0.115,0.4792,1.0109,0.1,0.0087,0.037967,0.003126,0.002789
2026-02-13,2026-04-24,0.1916,0.469,0.998,-0.1,0.0178,0.025023,0.005713,0.005714
2026-02-13,2026-06-26,0.3641,0.3837,0.0956,-0.1001,2.0,0.029755,0.000989,0.000993
2026-02-20,2026-06-26,0.345,0.4648,1.0139,-0.1,0.0278,0.004677,0.00157,0.001584
2026-02-20,2026-04-24,0.1725,0.4641,1.0227,-0.1,0.015,0.014485,0.001981,0.001885
2026-02-20,2026-03-27,0.0958,0.4573,1.0008,-0.1,0.131,0.017451,0.004773,0.00472
2026-02-20,2026-03-06,0.0383,0.4487,1.0007,-0.1,0.1858,0.015301,0.004596,0.004596
2026-02-20,2026-02-27,0.0192,0.4802,0.9928,-0.1,0.2182,0.031788,0.029191,0.009943
2026-02-20,2026-03-13,0.0575,0.4663,0.997,0.1,0.0871,0.011502,0.002661,0.002017
2026-02-27,2026-03-06,0.0192,0.4838,0.0293,-0.0999,1.894,0.030587,0.013981,0.008068
2026-02-27,2026-03-13,0.0383,0.4634,0.9996,-0.1,0.1562,0.023354,0.005586,0.004638
2026-02-27,2026-03-20,0.0575,0.452,1.0001,-0.1,0.1636,0.01246,0.005351,0.005432
2026-02-27,2026-03-27,0.0767,0.4432,0.0624,-0.1001,2.0,0.036541,0.007325,0.004942
2026-02-27,2026-04-24,0.1533,0.4644,1.0177,0.1,0.0105,0.014995,0.004371,0.004194
2026-02-27,2026-05-29,0.2491,0.4687,1.012,0.1,0.0224,0.017772,0.002818,0.00282
2026-02-27,2026-06-26,0.3258,0.4688,1.0255,-0.1,0.0194,0.009933,0.002927,0.002929
2026-03-06,2026-06-26,0.3066,0.5008,1.0082,0.1,0.0214,0.01763,0.001937,0.001937
2026-03-06,2026-05-29,0.23,0.4918,0.9988,0.1,0.0465,0.008358,0.002387,0.002953
2026-03-06,2026-04-24,0.1342,0.5043,1.0053,-0.1,0.0143,0.007866,0.005517,0.001667
2026-03-06,2026-03-20,0.0383,0.5158,1.0011,-0.1,0.1942,0.024354,0.00409,0.00409
2026-03-06,2026-03-27,0.0575,0.5383,0.9994,0.1,0.0577,0.030135,0.007201,0.007022
2026-03-13,2026-05-29,0.2108,0.4987,1.0014,0.1,0.0133,0.020662,0.00434,0.004343
2026-03-13,2026-03-20,0.0192,0.5122,1.0002,0.1,0.1735,0.028377,0.010245,0.009737
2026-03-13,2026-03-27,0.0383,0.5091,0.9985,-0.1,0.2007,0.047539,0.007093,0.00704
2026-03-13,2026-04-03,0.0575,0.5059,0.9938,0.1,0.0085,0.015573,0.001309,0.001709
2026-03-13,2026-04-24,0.115,0.4919,0.9985,-0.1,0.1007,0.026252,0.003058,0.003059
2026-03-13,2026-06-26,0.2875,0.4601,1.0055,-0.1,0.2178,0.01926,0.001745,0.001749
