date,expiry,T,heston_v0,heston_kappa,heston_theta,heston_sigma_v,heston_rho,heston_rmse,sabr_rmse,js_rmse
2024-09-20,2024-11-08,0.1342,0.438,2.9721,0.0113,1.6916,-0.051,0.002373,0.002407,0.002407
2024-09-20,2024-11-29,0.1916,0.3939,0.9806,0.0702,1.3735,0.0495,0.003207,0.003178,0.003176
2024-09-20,2024-12-27,0.2683,0.3915,0.9994,0.0974,0.346,0.3251,0.007965,0.006026,0.006027
2024-09-27,2024-12-27,0.2491,0.4454,8.0293,0.318,3.1675,0.0462,0.007465,0.007456,0.007455
2024-09-27,2024-11-29,0.1725,0.4425,2.9671,0.0001,1.6142,-0.0179,0.00329,0.003413,0.003157
2024-09-27,2024-10-25,0.0767,0.3536,7.9637,0.0015,2.4336,-0.0277,0.005785,0.005788,0.003859
2024-09-27,2024-11-08,0.115,0.4039,2.973,0.0001,1.7824,-0.0142,0.006102,0.006093,0.006093
2024-09-27,2024-10-11,0.0383,0.2513,7.9638,0.2226,3.1952,-0.0176,0.006848,0.006554,0.00652
2024-09-27,2024-10-04,0.0192,0.2383,8.0002,0.0001,2.8478,0.1126,0.044966,0.012241,0.012185
2024-09-27,2024-10-18,0.0575,0.2329,7.9684,0.2598,2.3876,0.1183,0.004344,0.004463,0.004464
2024-10-04,2024-10-11,0.0192,0.2585,7.9788,0.0943,5.0,-0.0653,0.01306,0.009644,0.00883
2024-10-04,2024-10-18,0.0383,0.2432,7.9613,0.2606,3.4345,-0.1232,0.009432,0.008528,0.008677
2024-10-04,2024-10-25,0.0575,0.3218,7.9275,0.0078,2.7009,-0.0398,0.00549,0.005319,0.005359
2024-10-04,2024-11-08,0.0958,0.4115,7.9999,0.1049,1.0002,0.3007,0.004398,0.004297,0.003305
2024-10-04,2024-11-29,0.1533,0.3816,2.9988,0.0893,1.0363,0.1942,0.004164,0.004141,0.004136
2024-10-04,2024-12-27,0.23,0.1182,7.9995,0.4925,1.0429,0.4245,0.002678,0.002884,0.002861
2024-10-11,2024-12-27,0.2108,0.7018,7.8164,0.0001,2.9054,-0.0043,0.004184,0.004284,0.003598
2024-10-11,2024-11-29,0.1342,0.5227,7.9458,0.001,2.4268,-0.0279,0.005272,0.005363,0.005364
2024-10-11,2024-11-08,0.0767,0.085,7.9451,0.9528,2.9717,0.1325,0.003513,0.003307,0.006613
2024-10-11,2024-11-01,0.0575,0.2379,7.963,0.1753,2.7427,0.1302,0.002106,0.002166,0.002335
2024-10-11,2024-10-18,0.0192,0.1532,7.983,0.6831,5.0,-0.1259,0.015071,0.007985,0.010545
2024-10-11,2024-10-25,0.0383,0.2096,7.9795,0.2648,3.8304,0.0008,0.008705,0.008397,0.008398
2024-10-18,2024-10-25,0.0192,0.2431,7.9561,0.0001,5.0,-0.0181,0.039149,0.027371,0.020648
2024-10-18,2024-11-01,0.0383,0.2419,7.9338,0.1344,3.7576,0.0525,0.008285,0.007804,0.007804
2024-10-18,2024-11-08,0.0575,0.4029,7.9667,0.0001,2.8458,0.1324,0.004043,0.004213,0.004213
2024-10-18,2024-11-29,0.115,0.0441,7.9144,0.8796,3.8799,0.0316,0.007975,0.007679,0.007679
2024-10-18,2024-12-27,0.1916,0.4364,2.9587,0.0001,1.7352,0.0797,0.003949,0.003767,0.003767
2024-10-25,2025-03-28,0.4216,0.8045,7.9984,0.1011,0.3532,0.342,0.004827,0.001184,0.001189
2024-10-25,2025-01-31,0.2683,0.3819,2.9967,0.0732,0.4667,0.6447,0.00369,0.003937,0.003531
2024-10-25,2024-12-27,0.1725,0.1273,7.9984,0.4934,1.0448,0.4264,0.003841,0.003126,0.002688
2024-10-25,2024-11-15,0.0575,0.3688,7.9981,0.0648,1.148,0.5842,0.006888,0.005044,0.004764
2024-10-25,2024-11-08,0.0383,0.4153,7.9765,0.0001,3.2666,0.1023,0.007688,0.007462,0.007462
2024-10-25,2024-11-29,0.0958,0.4547,7.9737,0.0001,2.0036,0.0938,0.004767,0.004755,0.004766
2024-10-25,2024-11-01,0.0192,0.0911,7.9673,1.4568,5.0,-0.0021,0.021695,0.015757,0.014625
2024-11-01,2024-11-08,0.0192,0.5804,7.9059,0.0001,5.0,-0.0464,0.019283,0.010796,0.010796
2024-11-01,2024-11-15,0.0383,0.5599,0.1,0.0001,5.0,-0.466,0.149261,0.137885,0.113212
2024-11-01,2024-11-22,0.0575,0.3766,2.9991,0.093,1.078,0.4627,0.006428,0.006229,0.00688
2024-11-01,2024-11-29,0.0767,0.3995,2.9802,0.0226,1.9895,0.0956,0.004472,0.004524,0.004533
2024-11-01,2024-12-27,0.1533,0.3659,3.0001,0.089,1.0146,0.1282,0.005321,0.005696,0.004919
2024-11-01,2025-01-31,0.2491,0.3862,2.9963,0.0771,1.0578,0.2124,0.004485,0.004571,0.00232
2024-11-01,2025-03-28,0.4025,0.7982,7.9974,0.0794,1.0286,0.2379,0.004862,0.003465,0.00342
2024-11-08,2024-11-29,0.0575,0.2628,7.9645,0.2114,2.2939,0.0565,0.013709,0.013848,0.013848
2024-11-08,2025-01-31,0.23,0.0082,8.023,0.4793,0.5485,0.9078,0.005681,0.005623,0.005636
2024-11-08,2024-12-27,0.1342,0.4618,7.971,0.0001,1.7679,0.0266,0.005013,0.005267,0.005267
2024-11-08,2024-11-22,0.0383,0.2839,7.9866,0.0428,2.5048,0.0643,0.011048,0.011092,0.011099
2024-11-08,2024-11-15,0.0192,0.1886,8.0044,0.7842,5.0,0.1039,0.02473,0.022592,0.022592
2024-11-15,2024-12-06,0.0575,0.5135,7.8861,0.0001,4.5239,-0.2107,0.00828,0.011471,0.011771
2024-11-15,2024-12-27,0.115,0.439,2.9386,0.0001,2.8165,-0.0432,0.008975,0.009371,0.009371
2024-11-15,2025-01-31,0.2108,0.4018,2.9999,0.1006,0.3001,0.2999,0.01647,0.009564,0.005719
2024-11-15,2025-03-28,0.3641,0.8011,7.9987,0.095,1.0145,0.056,0.005903,0.001227,0.001244
2024-11-22,2024-12-06,0.0383,0.4292,0.9562,0.0552,4.8963,0.0486,0.013849,0.013271,0.013271
2024-11-22,2025-03-28,0.345,0.3642,8.1227,0.4459,3.6668,0.1186,0.00258,0.002573,0.002573
2024-11-22,2025-01-31,0.1916,0.4431,0.9703,0.0759,1.9158,0.0981,0.007138,0.007116,0.007116
2024-11-22,2024-12-13,0.0575,0.2457,2.8119,2.563,5.0,-0.0268,0.005582,0.005342,0.005301
2024-11-22,2024-12-27,0.0958,0.4163,0.9514,0.0471,2.6676,0.0666,0.012732,0.011751,0.011751
2024-11-29,2025-02-28,0.2491,0.405,0.9631,0.0513,1.47,0.0475,0.004298,0.004445,0.004442
2024-11-29,2025-01-31,0.1725,0.4405,2.9716,0.0157,1.6075,0.1342,0.00326,0.003288,0.003288
2024-11-29,2024-12-27,0.0767,0.0136,7.9935,1.3025,4.8348,0.0279,0.012272,0.011299,0.011299
2024-11-29,2025-03-28,0.3258,0.7917,8.0022,0.1006,0.9776,0.1787,0.005181,0.002893,0.002895
2024-11-29,2024-12-13,0.0383,0.3697,7.9412,0.0007,4.7573,-0.0078,0.008222,0.007891,0.007891
2024-11-29,2024-12-20,0.0575,0.4183,7.9692,0.0001,3.8564,-0.0397,0.008134,0.007232,0.00707
2024-12-06,2024-12-13,0.0192,0.3874,7.9772,0.0001,5.0,-0.1431,0.040493,0.026373,0.026373
2024-12-06,2024-12-20,0.0383,0.0035,8.4954,2.1894,4.1046,0.2999,0.02309,0.021937,0.01543
2024-12-06,2024-12-27,0.0575,0.3992,2.9551,0.0394,3.977,-0.0448,0.016204,0.014188,0.014188
2024-12-06,2025-01-31,0.1533,0.4783,2.9407,0.0001,2.3298,0.0025,0.008993,0.009145,0.008664
2024-12-06,2025-02-28,0.23,0.3768,0.9974,0.0933,1.0448,0.2864,0.004799,0.004779,0.004576
2024-12-06,2025-03-28,0.3066,1.0858,7.8206,0.0001,3.2986,0.0168,0.004005,0.004074,0.00213
2024-12-13,2025-01-31,0.1342,0.457,2.9583,0.0001,2.1084,0.0316,0.003001,0.002896,0.002891
2024-12-13,2025-02-28,0.2108,0.3945,1.0021,0.1028,0.9632,0.2239,0.002602,0.00263,0.002686
2024-12-13,2025-03-28,0.2875,1.0872,7.8191,0.0001,3.4153,0.0002,0.001887,0.001857,0.001857
2024-12-13,2025-01-03,0.0575,0.4156,7.9623,0.0101,3.585,0.0113,0.004257,0.004496,0.005821
2024-12-13,2024-12-27,0.0383,0.3832,7.9799,0.0001,5.0,-0.0649,0.020492,0.017717,0.017717
2024-12-20,2025-01-03,0.0383,0.4215,7.9618,0.0141,5.0,-0.0679,0.014971,0.014727,0.014092
2024-12-20,2025-01-10,0.0575,0.4618,7.9479,0.0003,3.8758,-0.0471,0.011807,0.011966,0.011681
2024-12-20,2025-01-31,0.115,0.4092,2.9992,0.0985,1.0227,0.3493,0.009879,0.009903,0.009988
2024-12-20,2025-02-28,0.1916,0.4067,1.0014,0.1033,0.9663,0.2378,0.006657,0.00666,0.00663
2024-12-20,2025-03-28,0.2683,0.4359,0.9071,0.4267,1.8118,0.0153,0.008167,0.008241,0.008241
2024-12-27,2025-03-28,0.2491,0.4286,0.8874,0.4054,1.9629,0.0323,0.005443,0.005249,0.005249
2024-12-27,2025-02-28,0.1725,0.456,0.9221,0.0529,2.2787,-0.0118,0.003181,0.003322,0.003325
2024-12-27,2025-01-31,0.0958,0.4568,2.9469,0.0233,3.0307,-0.0496,0.005965,0.006483,0.005523
2024-12-27,2025-01-03,0.0192,0.3933,0.1,0.0001,5.0,-0.3056,0.122952,0.112409,0.107857
2024-12-27,2025-01-10,0.0383,0.4024,7.9916,0.0042,4.324,0.0116,0.011244,0.011586,0.011586
2024-12-27,2025-01-17,0.0575,0.5325,7.9456,0.0001,5.0,-0.2581,0.043465,0.041593,0.041593
2025-01-03,2025-02-28,0.1533,0.3766,0.9972,0.0939,1.0794,0.4678,0.005446,0.005289,0.005804
2025-01-03,2025-03-28,0.23,0.4155,0.9975,0.0987,1.0345,0.362,0.004149,0.003047,0.003048
2025-01-03,2025-01-31,0.0767,0.4247,2.938,0.0002,3.4809,-0.0147,0.009648,0.007595,0.007595
2025-01-03,2025-06-27,0.4791,0.3024,1.1753,0.5719,0.338,0.9578,0.005509,0.005798,0.005403
2025-01-03,2025-01-17,0.0383,0.3486,7.9751,0.0183,3.745,-0.0307,0.007106,0.008024,0.011674
2025-01-03,2025-01-24,0.0575,0.4191,7.9602,0.0001,3.2575,0.0011,0.005777,0.006138,0.006092
2025-01-10,2025-01-17,0.0192,0.3364,7.9918,0.0001,5.0,-0.093,0.019493,0.011712,0.007959
2025-01-10,2025-01-24,0.0383,0.1126,8.0027,1.7263,5.0,-0.166,0.006555,0.00586,0.005854
2025-01-10,2025-01-31,0.0575,0.4378,7.9407,0.0023,3.3974,-0.0842,0.005646,0.005674,0.005684
2025-01-10,2025-02-28,0.1342,0.3879,2.9997,0.0952,1.0147,0.3218,0.004249,0.004199,0.003767
2025-01-10,2025-03-28,0.2108,0.4053,0.9725,0.0652,1.4315,0.1116,0.004403,0.004303,0.004303
2025-01-10,2025-06-27,0.46,0.0919,7.9984,0.4699,1.0136,0.1819,0.008709,0.002956,0.002984
2025-01-17,2025-06-27,0.4408,0.0974,7.9984,0.4838,1.0167,0.2203,0.007012,0.002812,0.002812
2025-01-17,2025-03-28,0.1916,0.4126,0.9183,0.433,1.96,0.0927,0.004859,0.004699,0.004699
2025-01-17,2025-02-28,0.115,0.4127,0.9703,0.0685,1.9129,0.1125,0.003849,0.004047,0.003904
2025-01-17,2025-02-07,0.0575,0.4317,2.9746,0.0689,3.2529,0.0668,0.005743,0.007879,0.005114
2025-01-17,2025-01-24,0.0192,0.3912,0.7435,0.0944,5.0,0.1234,0.013877,0.01416,0.013577
2025-01-24,2025-01-31,0.0192,0.3551,0.1,0.0001,5.0,0.0484,0.045521,0.031719,0.026659
2025-01-24,2025-02-07,0.0383,0.4022,7.9728,0.0055,3.9101,0.1035,0.008672,0.007433,0.006993
2025-01-24,2025-02-14,0.0575,0.4339,7.9727,0.0004,3.1356,0.0389,0.006078,0.005748,0.007816
2025-01-24,2025-02-28,0.0958,0.3915,2.9899,0.0052,1.828,0.2336,0.004143,0.004426,0.005192
2025-01-24,2025-03-28,0.1725,0.4032,0.9673,0.0591,1.6274,0.0752,0.0031,0.003256,0.003257
2025-01-24,2025-06-27,0.4216,0.4551,0.9543,0.0835,1.218,0.087,0.001139,0.002705,0.001131
2025-01-31,2025-03-28,0.1533,0.4174,2.9603,0.0001,1.9338,0.0702,0.004383,0.0043,0.004299
2025-01-31,2025-04-25,0.23,0.1112,7.9966,0.4742,1.0552,0.4269,0.002108,0.00216,0.002149
2025-01-31,2025-02-28,0.0767,0.3791,7.9741,0.0014,2.3129,0.1025,0.005102,0.004765,0.004765
2025-01-31,2025-06-27,0.4025,0.4004,0.9986,0.0978,1.0129,0.1227,0.001948,0.002403,0.001994
2025-01-31,2025-02-14,0.0383,0.0851,8.0535,1.3629,5.0,-0.0218,0.004571,0.003806,0.003446
2025-01-31,2025-02-07,0.0192,0.2569,8.1483,0.0001,5.0,-0.1391,0.016283,0.008003,0.010201
2025-01-31,2025-02-21,0.0575,0.3466,7.9732,0.0096,3.1226,-0.0775,0.004424,0.003116,0.003098
2025-02-07,2025-04-25,0.2108,0.115,7.9955,0.4639,1.074,0.4565,0.005609,0.005211,0.0031
2025-02-07,2025-03-28,0.1342,0.5219,7.9455,0.0012,2.4535,-0.115,0.005505,0.004911,0.004911
2025-02-07,2025-06-27,0.3833,0.4003,0.9997,0.0997,1.0024,0.0321,0.002646,0.002091,0.002094
2025-02-07,2025-02-21,0.0383,0.3155,8.0221,0.0048,3.8711,-0.2211,0.007724,0.007836,0.007674
2025-02-07,2025-02-14,0.0192,0.1893,8.0309,0.0001,1.7826,0.999,0.028676,0.012676,0.01134
2025-02-07,2025-02-28,0.0575,0.35,7.9431,0.0056,3.1605,-0.1265,0.004975,0.00471,0.004704
2025-02-14,2025-02-21,0.0192,0.185,7.9713,0.2983,4.4236,0.0099,0.007697,0.007632,0.007165
2025-02-14,2025-02-28,0.0383,0.0259,8.0005,1.485,5.0,-0.0345,0.009726,0.008427,0.008399
2025-02-14,2025-03-07,0.0575,0.1557,7.9991,0.4716,1.1569,0.5904,0.006868,0.006589,0.003889
2025-02-14,2025-03-28,0.115,0.3781,7.9991,0.0761,1.0361,0.2274,0.005145,0.005282,0.007584
2025-02-14,2025-04-25,0.1916,0.4959,7.932,0.1304,2.2426,0.0239,0.004257,0.004322,0.00436
2025-02-14,2025-06-27,0.3641,0.9383,7.9273,0.0668,2.479,0.0776,0.001653,0.001657,0.001666
2025-02-21,2025-04-25,0.1725,0.3953,8.0001,0.0961,0.9999,0.2996,0.003927,0.003812,0.003817
2025-02-21,2025-03-28,0.0958,0.3549,7.9445,0.0105,2.3828,-0.0104,0.006239,0.006244,0.006244
2025-02-21,2025-06-27,0.345,0.4805,2.9761,0.0739,1.3889,0.0305,0.001453,0.00138,0.001127
2025-02-21,2025-03-07,0.0383,0.0867,7.7412,1.0507,5.0,-0.2549,0.012551,0.010464,0.010434
2025-02-21,2025-02-28,0.0192,0.1847,0.1,0.0001,5.0,0.1572,0.022758,0.014939,0.013651
2025-02-21,2025-03-14,0.0575,0.2927,7.7415,0.0001,3.071,-0.2284,0.003966,0.004537,0.004386
2025-02-28,2025-03-07,0.0192,0.4201,7.9254,0.0001,5.0,0.1166,0.035005,0.025919,0.022157
2025-02-28,2025-03-14,0.0383,0.3992,7.9549,0.0311,4.6257,-0.1585,0.016333,0.017221,0.015594
2025-02-28,2025-03-21,0.0575,0.4351,7.9504,0.0001,3.6872,-0.3318,0.01374,0.013109,0.013075
2025-02-28,2025-03-28,0.0767,0.1447,7.9216,0.9754,5.0,-0.2825,0.014148,0.013892,0.013892
2025-02-28,2025-04-25,0.1533,0.4248,7.9963,0.083,1.0846,-0.0543,0.010584,0.007129,0.007131
2025-02-28,2025-05-30,0.2491,0.4262,2.9578,0.0013,1.5945,0.0033,0.004582,0.00437,0.00437
2025-02-28,2025-06-27,0.3258,0.4034,2.9987,0.0977,0.344,0.0717,0.006578,0.0043,0.004328
2025-03-07,2025-06-27,0.3066,0.4094,2.9996,0.105,0.3002,0.3001,0.010059,0.002003,0.002005
2025-03-07,2025-05-30,0.23,0.4771,2.9187,0.0001,2.0476,-0.088,0.010326,0.010642,0.007096
2025-03-07,2025-04-25,0.1342,0.5041,7.9971,0.0359,2.4263,-0.1231,0.008568,0.008489,0.008443
2025-03-07,2025-03-21,0.0383,0.2841,7.9885,0.7884,5.0,-0.0671,0.020961,0.018702,0.016983
2025-03-07,2025-03-14,0.0192,0.4134,0.1,0.0001,5.0,0.0603,0.038481,0.026177,0.025994
2025-03-07,2025-03-28,0.0575,0.1572,7.9345,1.0679,5.0,-0.1307,0.00995,0.009363,0.009392
2025-03-14,2025-03-21,0.0192,0.3258,7.988,0.0001,5.0,-0.2313,0.01893,0.013156,0.008695
2025-03-14,2025-03-28,0.0383,0.2471,7.9694,0.7328,5.0,-0.2593,0.012951,0.010518,0.010519
2025-03-14,2025-04-04,0.0575,0.3914,7.9785,0.0108,2.9162,-0.2573,0.004531,0.003958,0.003589
2025-03-14,2025-04-25,0.115,0.0328,7.9116,0.8357,3.0571,-0.1302,0.003457,0.003342,0.003343
2025-03-14,2025-05-30,0.2108,0.0967,7.9986,0.4833,1.0203,0.1138,0.004466,0.004298,0.002972
2025-03-14,2025-06-27,0.2875,0.3973,3.001,0.0856,0.5086,0.4403,0.001916,0.001451,0.000908
2025-03-21,2025-05-30,0.1916,0.4131,7.9952,0.0598,0.5708,0.525,0.003515,0.003323,0.003342
2025-03-21,2025-04-25,0.0958,0.1124,7.9989,0.4902,1.0302,0.3443,0.005638,0.003885,0.005977
2025-03-21,2025-06-27,0.2683,0.3608,2.9996,0.0738,1.023,0.1481,0.002529,0.002285,0.002285
2025-03-21,2025-04-04,0.0383,0.2556,7.954,0.2076,4.158,-0.1871,0.007918,0.005664,0.005657
2025-03-21,2025-03-28,0.0192,0.1671,7.9904,0.7927,5.0,0.0759,0.025709,0.008082,0.006834
2025-03-21,2025-04-11,0.0575,0.308,7.9412,0.0453,3.4452,-0.1989,0.003982,0.003598,0.003593
2025-03-28,2025-04-04,0.0192,0.3183,7.9813,0.0001,5.0,-0.3013,0.038397,0.020219,0.009863
2025-03-28,2025-04-11,0.0383,0.2103,7.9274,0.7193,5.0,-0.3624,0.007349,0.006191,0.006192
2025-03-28,2025-04-18,0.0575,0.0733,7.9168,1.0798,5.0,-0.3545,0.006672,0.006024,0.00629
2025-03-28,2025-04-25,0.0767,0.3189,7.9407,0.0577,2.644,-0.1333,0.010659,0.011254,0.010888
2025-03-28,2025-05-30,0.1725,0.4792,7.929,0.0213,2.2112,-0.0975,0.004336,0.00428,0.004309
2025-03-28,2025-06-27,0.2491,0.41,2.9599,0.0001,1.7452,-0.1222,0.003578,0.002967,0.002969
2025-04-04,2025-06-27,0.23,0.3584,3.0071,0.1172,0.9122,-0.2855,0.005834,0.005876,0.00454
2025-04-04,2025-05-30,0.1533,0.1046,7.9999,0.5008,1.0041,-0.0682,0.008588,0.008919,0.007892
2025-04-04,2025-04-18,0.0383,0.3714,8.0145,0.0002,3.7155,-0.3473,0.010895,0.009956,0.009141
2025-04-04,2025-04-11,0.0192,0.3719,7.979,0.13,5.0,-0.408,0.029957,0.022005,0.022031
2025-04-04,2025-04-25,0.0575,0.3676,7.9655,0.0032,2.8106,-0.2088,0.008448,0.007979,0.007024
2025-04-11,2025-04-18,0.0192,0.3421,7.9762,0.001,4.8439,-0.1665,0.011894,0.011191,0.011167
2025-04-11,2025-04-25,0.0383,0.1223,7.9733,1.4914,5.0,-0.0885,0.008073,0.00707,0.007067
2025-04-11,2025-05-02,0.0575,0.3564,8.0196,0.0001,2.2584,-0.0186,0.005712,0.007956,0.005612
2025-04-11,2025-05-30,0.1342,0.4983,7.9361,0.0242,2.7576,-0.1291,0.005511,0.005507,0.005943
2025-04-11,2025-06-27,0.2108,0.5433,7.908,0.089,2.3915,-0.0738,0.004436,0.004475,0.003311
2025-04-11,2025-09-26,0.46,0.7836,8.0091,0.1168,0.0044,-0.0035,0.005394,0.003465,0.003482
2025-04-18,2025-06-27,0.1916,0.5216,7.9566,0.0001,1.8172,-0.0072,0.003458,0.003524,0.003524
2025-04-18,2025-05-09,0.0575,0.098,7.9171,0.8338,5.0,-0.1998,0.00657,0.005545,0.005546
2025-04-18,2025-05-30,0.115,0.3111,7.9571,0.1046,1.922,0.0119,0.002471,0.005424,0.002953
2025-04-18,2025-04-25,0.0192,0.1489,7.9781,0.6969,5.0,0.1709,0.041981,0.021306,0.01234
2025-04-18,2025-05-02,0.0383,0.1633,7.9589,0.5252,5.0,-0.1093,0.00999,0.00568,0.006341
2025-04-25,2025-05-02,0.0192,0.2103,7.9711,0.306,5.0,0.0516,0.033931,0.014342,0.010943
2025-04-25,2025-05-09,0.0383,0.0221,7.958,1.406,4.9356,0.0786,0.011792,0.009897,0.009792
2025-04-25,2025-05-16,0.0575,0.1393,7.9959,0.4349,1.2388,0.7261,0.01174,0.008201,0.008191
2025-04-25,2025-05-30,0.0958,0.3431,7.921,0.0044,2.5716,0.0522,0.007698,0.007584,0.007584
2025-04-25,2025-06-27,0.1725,0.4867,7.9446,0.0001,2.3668,0.0412,0.004927,0.004853,0.004853
2025-04-25,2025-07-25,0.2491,0.4235,7.9984,0.1184,1.0163,0.3401,0.001874,0.001903,0.001919
2025-04-25,2025-09-26,0.4216,0.3896,3.0063,0.1174,0.9614,0.1937,0.001962,0.001959,0.002348
2025-05-02,2025-09-26,0.4025,0.0888,3.0029,0.5077,0.9779,0.2408,0.003723,0.003859,0.003822
2025-05-02,2025-07-25,0.23,0.4234,7.9945,0.0856,1.0573,0.4131,0.003803,0.003791,0.003799
2025-05-02,2025-06-27,0.1533,0.3701,7.951,0.0764,1.8589,0.0904,0.003552,0.003231,0.003221
2025-05-02,2025-05-30,0.0767,0.0066,7.9203,0.8772,3.6367,0.1178,0.009586,0.009285,0.009285
2025-05-02,2025-05-16,0.0383,0.2659,7.9236,0.0962,4.9883,-0.1715,0.010728,0.009634,0.007078
2025-05-02,2025-05-09,0.0192,0.1422,3.1406,1.5536,5.0,0.2282,0.030955,0.018106,0.009748
2025-05-02,2025-05-23,0.0575,0.134,7.9912,0.4078,1.2919,0.8135,0.011254,0.008805,0.008714
2025-05-09,2025-05-16,0.0192,0.2238,7.9585,0.0001,5.0,0.186,0.028055,0.014621,0.013041
2025-05-09,2025-05-23,0.0383,0.206,7.9407,0.1823,3.1104,0.0708,0.004841,0.004284,0.004286
2025-05-09,2025-05-30,0.0575,0.0225,7.8927,1.0092,5.0,-0.0751,0.017603,0.015441,0.015441
2025-05-09,2025-06-27,0.1342,0.0212,7.899,0.5872,3.3204,0.0002,0.006542,0.005897,0.005897
2025-05-09,2025-07-25,0.2108,0.5181,7.9494,0.0001,1.8943,0.0348,0.002826,0.006105,0.002958
2025-05-09,2025-09-26,0.3833,0.2951,2.9149,0.2503,1.5967,0.0816,0.000819,0.00088,0.000843
2025-05-16,2025-07-25,0.1916,0.1099,3.0019,0.5106,0.9865,0.2524,0.003696,0.00152,0.001521
2025-05-16,2025-09-26,0.3641,0.0808,2.9949,0.4706,1.0256,0.1844,0.002271,0.002012,0.0019
2025-05-16,2025-06-27,0.115,0.0141,7.8789,0.5611,3.3401,0.0303,0.007441,0.006957,0.006957
2025-05-16,2025-05-23,0.0192,0.0344,3.2694,3.3173,5.0,0.2583,0.019849,0.012424,0.010722
2025-05-16,2025-05-30,0.0383,0.1919,7.9464,0.0819,2.8286,-0.0889,0.022026,0.006432,0.006451
2025-05-16,2025-06-06,0.0575,0.1005,7.9636,0.3199,1.3563,0.8113,0.010917,0.002635,0.002628
2025-05-23,2025-06-06,0.0383,0.2354,7.9551,0.1514,3.4185,0.0726,0.008162,0.006943,0.006943
2025-05-23,2025-06-13,0.0575,0.1473,8.0002,0.4639,1.1679,0.6232,0.010368,0.00537,0.004306
2025-05-23,2025-06-27,0.0958,0.3379,7.9367,0.0233,2.3283,-0.0454,0.011277,0.01083,0.01083
2025-05-23,2025-07-25,0.1725,0.4694,7.9486,0.0001,1.7926,0.0348,0.003171,0.003249,0.003249
2025-05-23,2025-09-26,0.345,0.105,2.997,0.486,0.3894,0.3759,0.002591,0.002459,0.001575
2025-05-30,2025-06-06,0.0192,0.2716,8.0004,0.0899,1.0012,-0.5004,0.106795,0.021712,0.008605
2025-05-30,2025-06-13,0.0383,0.0037,7.8384,1.3862,5.0,-0.1178,0.010948,0.008313,0.005461
2025-05-30,2025-06-20,0.0575,0.2914,7.884,0.0503,3.8918,-0.3035,0.007661,0.007277,0.007298
2025-05-30,2025-06-27,0.0767,0.011,7.8871,0.8128,3.5902,-0.0476,0.009551,0.009109,0.009109
2025-05-30,2025-07-25,0.1533,0.2063,2.9318,0.3179,1.6417,-0.0619,0.003379,0.003291,0.003292
2025-05-30,2025-08-29,0.2491,0.1016,2.9987,0.4916,0.3576,0.3427,0.005732,0.005644,0.005649
2025-05-30,2025-09-26,0.3258,0.0914,2.9978,0.4882,1.0109,-0.0274,0.003894,0.002145,0.002146
2025-06-06,2025-08-29,0.23,0.0924,2.9964,0.4842,1.0234,0.0876,0.003984,0.00402,0.004034
2025-06-06,2025-07-25,0.1342,0.1751,2.9828,0.3138,1.7468,-0.0376,0.00525,0.005178,0.005166
2025-06-06,2025-09-26,0.3066,0.4057,7.9982,0.0921,1.0216,0.153,0.00398,0.00455,0.003283
2025-06-06,2025-06-20,0.0383,0.0948,7.9392,0.6071,3.2697,-0.1071,0.009312,0.007852,0.018141
2025-06-06,2025-06-13,0.0192,0.1376,7.9691,0.0001,1.6928,0.9025,0.03699,0.015591,0.008343
2025-06-06,2025-06-27,0.0575,0.0323,7.8243,0.8096,5.0,-0.1405,0.02132,0.017131,0.017131
2025-06-13,2025-09-26,0.2875,0.5534,7.9372,0.0001,1.8405,-0.0372,0.002671,0.002351,0.002351
2025-06-13,2025-08-29,0.2108,0.156,2.961,0.3398,1.3429,-0.0876,0.002352,0.002393,0.002394
2025-06-13,2025-07-25,0.115,0.1703,2.9472,0.3067,1.7727,-0.1088,0.005455,0.005502,0.005467
2025-06-13,2025-06-20,0.0192,0.1899,7.9536,0.0001,5.0,-0.0571,0.022422,0.018492,0.01291
2025-06-13,2025-06-27,0.0383,0.0001,7.9057,1.2279,4.8736,-0.0217,0.014157,0.011714,0.006186
2025-06-13,2025-07-04,0.0575,0.0016,3.8376,1.9889,4.9881,-0.39,0.006809,0.006469,0.006459
2025-06-20,2025-06-27,0.0192,0.1295,8.1142,0.609,5.0,-0.1019,0.038751,0.026302,0.026298
2025-06-20,2025-07-04,0.0383,0.0019,7.9175,1.1199,4.9182,-0.1117,0.01022,0.007849,0.006196
2025-06-20,2025-07-25,0.0958,0.1533,2.9506,0.3127,1.7534,-0.2042,0.004906,0.004601,0.004882
2025-06-20,2025-08-29,0.1916,0.0602,3.0053,0.5431,0.0001,-0.2567,0.005165,0.002572,0.00138
2025-06-20,2025-09-26,0.2683,0.0316,3.0085,0.5449,0.9013,-0.0229,0.001728,0.000792,0.00081
2025-06-20,2025-07-11,0.0575,0.0008,3.0894,1.9097,3.1138,-0.1993,0.006508,0.005067,0.007673
2025-06-27,2025-07-04,0.0192,0.1198,7.6809,0.0001,1.0266,0.5568,0.069573,0.024487,0.007937
2025-06-27,2025-07-11,0.0383,0.1188,2.9596,0.2965,2.5983,-0.108,0.004057,0.003147,0.003771
2025-06-27,2025-07-18,0.0575,0.1341,2.9291,0.2208,2.5071,-0.1549,0.007101,0.005362,0.007597
